N,P,K,temperature,humidity,ph,rainfall,label
18,38,23,29.564374,83.208545,6.894075,64.893361,mungbean
20,65,77,17.076769,15.558879,7.400725,69.113291,chickpea
34,65,54,38.888473,94.112112,6.608245,95.35032,papaya
107,27,25,26.280644,66.840776,7.080486,191.497896,coffee
85,49,39,26.905607,83.028874,5.474454,210.178247,rice
105,16,52,28.411502,91.939493,6.37596,26.400488,muskmelon
80,49,40,21.366701,83.612261,5.561545,202.431597,rice
81,50,41,25.616673,76.15499,6.189639,188.040377,jute
100,43,17,24.356156,77.542524,5.888498,84.416907,cotton
30,73,20,19.300716,44.844518,7.2623,154.28938,pigeonpeas
41,71,17,27.117459,60.414973,6.483101,78.993617,blackgram
86,6,51,28.415812,94.539453,6.363189,22.871523,muskmelon
31,24,27,28.644111,97.477766,5.897454,158.937844,coconut
75,59,42,24.190609,80.780093,5.311989,205.808361,rice
14,13,5,24.955944,94.2741,6.763149,114.800719,orange
30,28,33,27.334265,48.667521,5.092676,78.418189,mango
10,37,34,28.964413,51.138459,4.719294,76.746113,mango
97,16,47,27.66383,90.807085,6.371995,28.47012,muskmelon
94,59,36,26.486113,82.460581,5.516489,245.913576,rice
34,133,197,22.098754,92.775413,6.242458,105.497075,apple
29,58,19,27.595703,85.123928,6.523248,49.370623,mungbean
60,59,49,29.494646,92.511993,6.66934,198.972492,papaya
99,88,46,25.968946,77.145648,6.238151,95.674161,banana
26,69,24,30.831058,67.180142,6.558065,67.311238,blackgram
104,12,54,27.096329,93.21934,6.762949,27.594866,muskmelon
9,121,202,23.401195,92.170355,6.428522,114.757477,apple
8,14,27,25.531529,99.067424,6.49765,154.7703,coconut
38,65,53,26.051126,92.319149,6.887414,110.839202,papaya
17,56,20,30.586246,34.740105,5.366655,133.762029,pigeonpeas
85,50,45,26.54773,78.216864,6.557379,164.842602,jute
8,120,197,22.715104,91.155445,6.009003,122.195453,apple
12,133,199,21.09537,90.656616,6.319165,124.903631,apple
68,39,16,24.516598,68.303944,6.284598,77.941524,maize
36,55,24,27.996098,82.841843,6.433453,49.426348,mungbean
33,122,204,23.945267,90.442841,5.791273,109.310017,apple
18,58,15,28.914773,62.6963,6.819677,74.977261,lentil
0,140,197,27.124333,81.347688,6.085486,68.156536,grapes
63,53,36,25.75302,83.531211,5.162698,208.483771,rice
102,15,48,25.443822,86.173543,6.404911,41.983725,watermelon
15,77,24,19.049002,69.364933,6.825535,67.695875,lentil
25,123,198,23.340982,91.635458,5.98806,123.528508,apple
38,121,200,26.684496,83.680788,5.549159,70.734996,grapes
29,75,76,20.290457,16.54243,7.168875,67.866059,chickpea
97,40,18,25.323906,55.67892,6.54613,74.86745,maize
93,89,55,27.190168,83.610334,6.065863,94.71707,banana
20,65,22,18.162701,18.713247,5.680117,84.335396,kidneybeans
17,21,13,10.141303,94.959985,6.365788,109.40498,orange
5,22,27,31.553287,54.084375,4.761201,86.608038,mango
101,30,32,23.125126,61.412884,7.326292,150.869437,coffee
36,58,47,38.618473,92.640292,6.705614,96.44739,papaya
18,134,200,15.764056,82.46086,6.328043,66.575005,grapes
5,125,196,26.485871,82.488118,6.005742,73.171021,grapes
18,13,28,26.057352,92.657464,5.59483,171.217131,coconut
121,48,23,23.258756,79.819076,6.952994,93.607434,cotton
74,42,40,20.98647,84.010985,5.149101,298.688694,rice
22,62,19,35.011576,56.658522,6.862161,139.977997,pigeonpeas
34,71,17,32.493694,65.45696,6.306097,72.297779,blackgram
56,71,78,17.266608,17.110448,5.875423,87.123013,chickpea
15,68,21,20.049764,61.976903,6.318817,60.772375,lentil
29,68,18,15.656949,19.597648,5.623302,103.566936,kidneybeans
5,140,201,23.79815,91.697645,5.608146,112.66253,apple
22,12,44,22.715269,85.648993,6.465726,102.40245,pomegranate
37,16,42,23.767275,91.475198,6.968944,107.139579,pomegranate
79,53,38,24.261122,71.211045,7.030232,178.391305,jute
107,20,47,28.871837,92.301607,6.039452,20.144706,muskmelon
21,59,16,18.36345,36.629927,7.172567,116.569053,pigeonpeas
98,48,42,23.397846,77.611519,7.154069,185.345551,jute
67,49,38,24.293869,77.030561,6.094979,199.298084,jute
9,33,25,27.947685,45.067882,4.882358,67.0697,mango
37,13,42,24.322915,85.985469,6.232079,107.089,pomegranate
19,56,16,26.682232,41.675413,9.742196,60.848695,mothbeans
21,66,23,33.852389,60.867066,6.807545,87.830742,blackgram
95,43,39,20.657874,82.891401,5.071885,246.559802,rice
10,69,21,22.278707,64.473028,6.965518,53.207197,lentil
39,74,18,28.180396,69.246418,6.084336,77.140857,blackgram
29,51,24,30.567848,54.165131,7.704995,64.919323,mothbeans
10,133,199,23.969705,83.922593,5.850272,69.521829,grapes
115,6,47,26.085957,84.094479,6.876314,42.979798,watermelon
33,36,20,31.004694,81.801586,6.164795,62.092099,mungbean
130,46,21,24.753139,80.127365,6.213476,92.254872,cotton
33,68,52,29.923956,91.953752,6.870405,166.308931,papaya
94,9,49,24.057519,87.724978,6.170945,40.439046,watermelon
31,27,31,31.563259,53.940914,5.744673,90.254261,mango
109,93,54,29.730378,77.447156,5.631565,99.068301,banana
20,70,15,17.761696,22.948835,5.531345,135.540464,kidneybeans
28,41,24,30.626858,81.125905,6.611667,62.159509,mungbean
90,7,48,27.53113,90.1426,6.909304,20.082231,muskmelon
37,15,27,26.425497,94.550517,5.79065,161.022117,coconut
28,77,23,20.73529,24.69233,5.600237,69.833779,kidneybeans
13,7,44,22.452739,86.647309,6.429831,102.872577,pomegranate
32,66,22,31.929202,69.873685,6.337742,81.557948,blackgram
55,71,24,31.235053,61.31288,6.464538,70.044874,blackgram
108,18,47,26.754579,88.151802,6.978856,48.802518,watermelon
82,87,54,25.814513,83.124137,6.353396,117.430213,banana
33,10,39,20.218391,89.673873,6.28558,109.616114,pomegranate
90,25,34,27.694417,69.854492,7.43879,150.297088,coffee
43,54,52,32.806988,94.060166,6.577959,205.889137,papaya
78,44,40,25.994236,88.044406,6.074651,176.205577,jute
2,13,30,26.024106,93.014249,5.700871,209.683451,coconut
35,11,6,25.67846,91.681844,7.344169,100.642395,orange
9,23,33,27.059487,97.464192,5.90403,201.051557,coconut
115,17,54,24.295484,82.651233,6.495056,48.465345,watermelon
38,137,204,22.21805,93.001093,6.476971,116.053229,apple
64,46,49,30.770074,91.424002,6.955877,197.694963,papaya
87,12,53,29.851835,93.171263,6.353906,26.033256,muskmelon
119,5,52,27.758735,90.202439,6.40289,29.352178,muskmelon
118,45,21,22.973816,75.52185,6.908836,69.334949,cotton
7,140,203,17.543624,81.594237,5.670153,67.547205,grapes
80,56,39,26.938742,85.409787,7.448925,175.716324,jute
88,40,44,26.714425,89.517867,7.408622,163.594416,jute
9,135,199,23.978234,82.148677,5.703536,66.557516,grapes
5,61,23,20.511673,60.725223,6.70328,54.088422,lentil
82,57,39,20.938107,80.143913,6.510275,262.030955,rice
27,21,26,27.585366,48.054135,4.894153,70.220313,mango
30,62,18,22.254579,65.645941,6.252323,72.035148,lentil
4,132,197,20.833535,93.30652,6.411256,110.093915,apple
20,34,25,28.249864,80.733641,6.994719,54.884159,mungbean
37,8,30,26.294444,97.545233,6.22163,152.679661,coconut
89,38,44,23.536767,84.132287,5.640099,289.552323,rice
93,60,18,19.373434,60.446147,5.527586,105.71494,maize
8,20,32,29.197228,49.386717,6.455005,88.518576,mango
36,19,35,18.527885,87.503587,6.669315,108.882722,pomegranate
129,59,24,25.04893,80.204088,5.806401,87.261786,cotton
28,79,17,28.496924,67.374314,6.252837,42.354961,lentil
109,7,54,29.678388,93.269506,6.672234,20.053391,muskmelon
13,19,12,11.058374,90.055997,6.916134,102.636732,orange
7,128,199,21.186484,81.122542,6.47223,66.533648,grapes
39,46,18,30.386346,48.156348,5.416054,31.6253,mothbeans
101,36,26,25.632578,60.78853,7.291053,154.8805,coffee
38,72,23,24.840132,20.018838,5.980568,95.053371,kidneybeans
23,60,23,23.071555,18.841451,5.632791,61.579713,kidneybeans
90,76,50,29.434158,78.783476,6.249726,92.904562,banana
95,18,55,25.315966,83.933528,6.846551,44.269053,watermelon
25,60,16,28.218446,61.566128,6.97476,69.488838,lentil
4,79,25,19.964747,62.994231,6.100155,49.510116,lentil
110,29,26,23.927901,54.386564,6.386796,178.27017,coffee
30,75,20,20.666166,56.846299,6.361421,171.647851,pigeonpeas
42,56,53,26.393937,91.464178,6.839754,106.252733,papaya
68,53,52,24.680684,91.211649,6.88684,151.024029,papaya
32,12,5,22.38648,90.501141,7.508752,105.521503,orange
9,57,18,28.103255,81.381253,7.288668,52.501456,mungbean
80,54,18,21.567222,60.472533,6.995687,81.309065,maize
108,8,51,27.759736,94.778107,6.028631,21.997283,muskmelon
28,26,26,34.075228,45.311749,6.675492,69.159576,mango
87,53,39,22.055143,84.046806,6.620227,286.707232,rice
43,64,21,25.684407,68.973973,6.179072,73.196071,blackgram
88,57,40,23.724794,80.53586,5.894825,253.261727,rice
73,54,16,24.543736,71.642684,6.261202,60.319294,maize
10,131,195,27.814204,81.655704,5.770058,67.068371,grapes
24,68,18,19.815171,62.846747,6.375971,66.470853,lentil
88,45,43,25.70876,83.956094,6.803904,194.261449,jute
119,51,16,23.014025,84.189793,6.504914,60.672202,cotton
110,31,27,23.256198,63.659232,6.376619,174.983512,coffee
86,72,53,28.762046,82.533129,6.216325,110.081563,banana
26,39,32,27.520458,53.842452,6.656688,78.29961,mango
86,9,48,25.565653,86.637045,6.381101,47.194702,watermelon
6,7,11,12.844062,90.693879,6.600061,105.63306,orange
98,14,46,24.566789,88.594346,6.256255,43.80195,watermelon
13,48,23,31.915609,62.237983,5.87739,29.758326,mothbeans
35,71,17,34.39694,65.443737,5.089961,171.116869,pigeonpeas
109,46,17,24.383766,77.505444,6.000763,83.562536,cotton
137,58,20,23.223038,79.59587,5.779837,91.817216,cotton
15,129,205,21.77578,93.77547,6.250811,106.638605,apple
22,71,18,22.291735,22.566042,5.922802,122.324354,kidneybeans
134,50,20,23.631741,79.972455,5.560658,104.639668,cotton
35,34,34,31.949828,46.309313,6.240554,71.182213,mango
88,57,44,25.459129,83.210158,5.16828,216.162871,rice
38,133,204,22.827061,93.612167,5.585044,105.499778,apple
34,131,199,18.135259,81.705624,6.037417,65.225043,grapes
34,130,202,22.228264,94.264781,5.815056,113.09181,apple
31,71,18,34.976723,62.635515,6.418696,88.266806,blackgram
29,8,39,21.511894,92.254682,6.113231,104.063664,pomegranate
48,57,52,25.133065,91.64176,6.537636,55.405759,papaya
97,38,20,23.503086,56.356741,5.951445,95.408604,maize
11,29,34,25.419513,95.166535,5.725058,176.969938,coconut
17,28,27,33.629063,53.525387,5.144849,79.745427,mango
7,129,199,21.394811,93.818235,5.596951,108.780425,apple
11,134,199,33.954656,80.505481,6.473692,67.306386,grapes
27,25,6,16.268296,94.472694,7.430211,112.791077,orange
18,14,41,23.198452,87.797669,6.564953,100.881422,pomegranate
24,78,24,24.4962,51.107099,5.134908,199.519422,pigeonpeas
32,9,36,18.921967,93.58745,6.633783,102.532012,pomegranate
82,93,50,28.074515,79.824236,5.593657,113.042681,banana
116,94,54,25.550089,84.47428,5.923358,90.279309,banana
23,49,20,24.555153,42.246921,7.345837,37.047929,mothbeans
35,79,22,25.832231,68.629596,6.72084,66.718848,blackgram
11,36,23,31.546263,83.702322,7.126918,62.424882,mungbean
60,78,78,20.368133,17.125748,7.058964,67.673733,chickpea
57,70,20,27.497442,63.432755,7.278073,78.980453,blackgram
109,36,29,25.82109,54.553733,6.933296,150.606873,coffee
102,38,24,24.207004,82.963458,5.998982,89.632932,cotton
23,39,30,36.053218,45.830388,4.97763,78.222648,mango
55,58,49,35.458693,91.166977,6.97063,163.646851,papaya
18,25,13,32.988266,92.666003,6.200129,111.773779,orange
117,56,15,22.448805,84.905652,5.920591,108.77716,cotton
18,14,37,23.634768,94.673281,6.268599,104.94826,pomegranate
32,145,198,23.735543,82.080723,5.794931,65.152648,grapes
120,85,49,26.126036,77.570961,5.979455,101.018331,banana
85,48,19,24.308778,58.033498,5.967583,72.424457,maize
5,11,30,28.995052,90.362549,6.484018,180.941594,coconut
15,49,16,27.40897,60.809088,8.656152,31.215928,mothbeans
8,35,33,31.863916,47.984507,6.095232,73.644564,mango
12,33,34,28.925816,45.976188,6.74449,75.496864,mango
6,131,199,22.302877,92.916931,6.249987,112.747249,apple
91,16,49,29.031246,92.379908,6.993773,27.289021,muskmelon
17,78,21,20.093982,63.787034,6.843145,62.547456,lentil
28,11,36,22.660357,90.246723,6.639375,103.379988,pomegranate
82,77,52,27.668085,84.440413,5.896277,110.8159,banana
4,137,198,22.560362,93.038118,5.653457,105.168666,apple
6,9,14,19.819023,90.02187,6.547744,111.95258,orange
36,69,45,43.530279,90.023222,6.936834,104.538288,papaya
4,59,22,25.713679,67.827457,6.937481,64.217458,lentil
128,46,20,22.585504,76.397717,6.375123,109.250487,cotton
80,20,33,26.3529,67.887797,6.085769,179.848198,coffee
2,19,26,29.518729,99.071174,6.198233,223.357003,coconut
4,59,23,25.395489,60.448606,6.622547,50.81212,lentil
26,136,197,20.12159,92.168113,6.069512,121.915132,apple
100,15,55,27.167207,92.869808,6.863029,24.813827,muskmelon
47,78,21,26.261153,65.817215,7.149521,75.160413,blackgram
54,72,19,34.531201,67.192452,7.395248,78.189699,blackgram
33,72,16,23.494561,42.392275,5.249871,146.650623,pigeonpeas
55,71,76,20.263788,19.16822,7.616286,92.567796,chickpea
78,45,38,20.394628,84.323612,6.625802,299.971767,rice
129,40,24,25.311482,76.636418,6.806755,73.612377,cotton
24,70,21,22.59842,58.562109,4.774174,111.919737,pigeonpeas
39,71,17,20.006036,22.757342,5.53812,84.723343,kidneybeans
69,36,18,20.948211,72.287165,6.209815,108.409671,maize
86,94,47,27.437339,78.641211,6.139386,93.871092,banana
88,54,40,26.696951,86.500778,7.265827,183.650455,jute
14,9,5,19.642918,94.517797,6.477973,104.130263,orange
38,61,46,29.581517,90.74716,6.790088,178.970682,papaya
9,13,35,27.60045,94.006993,6.021422,210.108966,coconut
16,41,16,26.519348,42.416121,4.63214,69.366808,mothbeans
95,44,36,21.000942,83.807553,6.236436,210.112268,rice
17,133,199,29.815597,83.136749,6.263285,72.226117,grapes
4,59,20,18.983261,61.959802,6.943766,74.177138,lentil
55,46,51,26.205713,94.152917,6.677725,99.126311,papaya
58,55,76,17.030251,17.884848,7.745076,72.304469,chickpea
38,59,77,18.736077,14.531603,6.05153,82.946759,chickpea
23,142,202,21.900986,94.273038,5.971368,121.715704,apple
91,15,53,24.920383,80.360374,6.932779,43.451798,watermelon
93,43,37,23.897609,84.680774,6.39206,257.006117,rice
61,63,46,35.211675,90.650947,6.98366,210.395576,papaya
5,59,18,30.311569,87.518251,7.217919,63.643743,mungbean
64,55,37,23.146832,73.711492,7.147565,170.256304,jute
67,57,48,25.978405,90.018725,6.766079,62.502906,papaya
39,19,37,18.848088,85.854085,6.909444,101.936238,pomegranate
28,126,201,22.132122,90.689494,6.091243,107.869641,apple
95,44,41,24.733523,79.17833,7.454358,164.807723,jute
28,58,17,32.690611,64.255057,6.848124,65.525229,blackgram
87,37,15,20.061463,64.252459,6.802409,96.358453,maize
21,17,41,21.868927,86.14742,6.126138,105.295336,pomegranate
38,63,19,27.607049,67.644833,7.128958,101.282476,pigeonpeas
97,9,54,28.814822,93.070454,6.531911,20.918503,muskmelon
0,57,23,30.711461,81.678146,6.180545,41.690119,mungbean
31,62,19,34.987929,60.549663,6.867813,67.064304,blackgram
95,48,35,25.866854,72.204658,7.184069,158.405127,jute
1,10,32,26.627345,96.68237,6.216884,192.306681,coconut
54,62,19,25.399225,64.490785,6.86642,79.272676,blackgram
140,40,16,22.57431,81.610271,6.492161,102.396208,cotton
91,13,51,26.777255,86.453456,6.414736,49.303512,watermelon
3,79,20,25.778829,62.435143,7.007478,126.541014,pigeonpeas
110,78,48,29.189207,75.723573,6.381105,97.699851,banana
6,129,199,22.045183,94.645382,6.374297,103.363137,apple
28,122,204,20.86009,91.022968,5.681508,100.349543,apple
11,71,16,27.876043,62.350313,6.652281,54.1819,lentil
65,50,55,25.998482,90.505626,6.556106,160.356864,papaya
5,56,25,27.885768,87.220661,6.060428,50.135571,mungbean
88,58,19,19.220312,66.525767,6.410073,81.206534,maize
12,63,22,33.51881,37.264559,5.612823,189.213422,pigeonpeas
89,30,25,27.658943,60.459746,6.064835,167.125,coffee
18,24,10,15.695019,90.996751,6.850862,115.109893,orange
13,16,44,24.571035,93.050934,6.85058,105.505453,pomegranate
19,36,22,29.782323,83.586216,7.367009,40.523353,mungbean
81,27,26,23.932027,61.210175,7.299283,194.140284,coffee
79,50,39,23.237743,83.737355,5.073366,225.243694,rice
21,60,17,21.375415,64.111273,6.234325,40.687802,lentil
36,27,34,26.350025,90.349825,5.761067,165.083661,coconut
98,25,31,25.456338,56.069684,6.838592,183.474929,coffee
25,62,23,29.716264,62.274816,6.249277,73.318237,blackgram
14,56,15,26.043368,33.382615,6.320541,186.907031,pigeonpeas
7,137,201,27.871042,80.352024,6.393535,68.892664,grapes
93,9,50,24.071149,80.797891,6.41797,49.429127,watermelon
5,15,6,12.469226,92.079583,6.610763,118.510887,orange
63,44,36,26.041724,83.116491,5.661796,206.355835,rice
36,69,20,19.32816,18.3073,5.582875,100.098747,kidneybeans
37,73,79,17.635633,17.661351,5.838385,87.541253,chickpea
106,33,31,23.71655,58.908109,6.532642,174.783067,coffee
117,79,49,26.917673,83.366202,6.150788,108.425066,banana
19,27,33,35.215777,50.544891,4.949495,79.032747,mango
104,13,52,28.491071,90.160318,6.612311,27.161739,muskmelon
9,15,11,28.883473,94.508267,7.830946,115.532801,orange
93,55,41,24.464062,76.081406,6.012832,191.680378,jute
72,36,44,25.344481,75.962859,6.223703,191.476158,jute
116,9,48,27.159362,93.977909,6.417055,22.291166,muskmelon
32,52,21,27.778866,85.470453,6.13117,49.434079,mungbean
118,56,17,23.062142,79.454337,6.568373,78.794198,cotton
38,138,200,22.277341,93.463067,6.09219,121.96744,apple
116,21,31,26.221441,53.372564,7.464347,174.407798,coffee
16,46,17,30.456233,81.675665,6.465463,52.583628,mungbean
11,74,23,22.80428,69.471529,6.406463,67.014261,lentil
80,19,51,27.96554,91.23239,6.009006,22.354714,muskmelon
81,50,18,18.731895,72.549217,5.8984,66.475746,maize
15,80,16,21.636789,66.382244,6.350007,72.493039,lentil
39,18,34,27.036675,99.988448,6.07922,143.804209,coconut
20,79,79,18.413006,15.779213,6.374258,88.239606,chickpea
33,74,19,20.936608,18.070918,5.818048,142.195825,kidneybeans
96,28,33,27.387728,52.075639,6.577284,188.80583,coffee
81,81,54,26.507281,75.945563,6.258385,108.180415,banana
7,56,18,31.41699,64.248163,7.156067,27.150056,mothbeans
109,8,45,26.145711,81.711847,6.104482,42.375161,watermelon
83,71,47,29.407429,79.159137,6.220333,117.548551,banana
43,64,23,27.382897,62.24383,6.756754,71.521231,blackgram
118,18,32,27.25403,69.087572,6.316454,175.19645,coffee
1,70,18,26.554831,68.303241,5.697106,182.378177,pigeonpeas
69,60,43,26.15602,76.604305,6.803447,156.855159,jute
26,66,20,27.587924,63.164571,6.130451,72.580495,blackgram
9,130,204,29.488447,81.615244,5.714745,68.559684,grapes
10,126,195,17.606814,81.237072,5.616879,74.858584,grapes
70,62,52,23.797955,93.027646,6.742389,62.21357,papaya
8,15,31,30.163754,54.731447,4.984293,75.374857,mango
17,50,25,30.155591,49.946643,8.79634,28.535418,mothbeans
98,41,42,25.331337,81.188188,6.456433,236.778313,rice
35,68,20,19.923255,22.040953,5.932789,148.266541,kidneybeans
13,132,199,32.27154,83.717044,5.803453,73.639358,grapes
108,16,52,24.000158,89.539208,6.814209,49.039817,watermelon
33,27,9,10.442611,94.308869,6.348557,112.437639,orange
110,58,16,23.70966,80.323987,6.84804,109.884811,cotton
36,77,24,19.309852,20.232068,5.791099,93.405518,kidneybeans
16,57,23,23.429408,47.310675,6.556332,126.570177,pigeonpeas
26,73,15,22.135681,56.467372,5.951968,90.584482,pigeonpeas
57,57,80,18.406491,14.608525,6.714679,72.703297,chickpea
33,20,44,22.203743,90.300523,6.027841,102.466564,pomegranate
27,141,195,23.057801,83.628973,6.240313,70.428414,grapes
34,22,27,25.948818,99.265006,5.532215,181.628145,coconut
105,84,52,26.678046,82.651066,5.932767,104.525535,banana
12,14,42,20.652691,88.027676,6.459346,108.179635,pomegranate
81,50,42,23.021617,80.637902,5.567552,236.30823,rice
112,76,54,29.554121,84.433101,6.02023,110.312814,banana
84,80,48,27.847412,83.611135,5.578338,92.177244,banana
87,87,50,26.000771,78.195894,6.091808,92.16688,banana
109,46,21,25.55437,78.260705,5.700337,84.463611,cotton
117,14,52,25.205381,89.089809,6.63793,47.691699,watermelon
8,37,18,30.213975,86.009455,7.04412,49.06255,mungbean
29,31,31,29.825409,48.780249,4.757365,86.570685,mango
2,11,40,21.052329,92.486722,6.827925,107.712431,pomegranate
112,8,45,28.888065,94.879916,6.331214,21.186557,muskmelon
9,15,10,30.255146,94.195608,7.819437,110.184905,orange
69,36,15,25.901779,63.555463,6.07649,93.982364,maize
104,93,52,27.072149,81.895342,5.84398,98.317752,banana
79,56,43,26.663968,75.957,7.424699,157.583348,jute
112,38,29,24.825253,66.044426,6.794224,184.222452,coffee
38,68,15,31.38963,60.814472,6.652522,72.316377,blackgram
12,40,23,26.024211,61.63906,4.158193,26.29776,mothbeans
101,5,48,29.031572,92.420195,6.978269,28.741038,muskmelon
50,70,24,25.496059,62.570627,6.697555,70.674463,blackgram
29,139,196,25.277517,80.926332,5.681218,73.103033,grapes
19,126,200,15.609931,80.527241,6.38659,72.516798,grapes
123,58,23,25.57867,75.116266,6.948854,83.676508,cotton
3,145,196,16.446968,83.514123,5.801835,71.50297,grapes
2,65,16,18.426092,44.417073,6.851215,152.279876,pigeonpeas
14,28,14,16.046324,93.991106,6.866149,118.350495,orange
39,59,19,29.826967,48.645152,7.794996,60.271502,mothbeans
18,35,33,33.547758,47.284259,5.185029,74.445235,mango
68,41,37,24.580596,83.075793,6.657048,188.798695,jute
35,19,30,33.056992,51.918639,5.457673,91.072972,mango
27,66,20,18.92363,66.70765,6.821259,48.562927,lentil
16,43,20,30.099576,43.150051,4.757083,67.572241,mothbeans
22,44,24,27.363675,82.806008,6.524907,59.560645,mungbean
61,54,45,30.62817,93.053214,6.559625,234.047243,papaya
1,25,9,24.510454,90.369816,6.349994,117.793875,orange
106,70,52,28.092926,78.098471,5.585794,92.728063,banana
2,25,33,26.185386,93.236628,5.98131,193.699662,coconut
5,19,35,33.931694,53.013715,5.494087,75.089382,mango
42,58,22,32.950115,61.633544,6.15647,68.637887,blackgram
65,58,19,22.150704,66.825509,6.098504,62.738082,maize
94,9,52,29.308456,91.223948,6.049447,28.487527,muskmelon
36,76,16,34.353945,67.514233,7.412002,81.915431,blackgram
63,37,39,26.259185,87.763558,6.367216,178.718486,jute
82,91,45,26.835848,80.423,5.648101,112.389414,banana
16,5,7,26.313172,93.060397,7.575729,105.07768,orange
5,80,23,21.377728,60.700687,6.056626,44.213235,lentil
67,47,17,25.318767,62.247878,6.370883,91.613214,maize
20,39,19,30.226093,87.452147,6.348337,50.133134,mungbean
119,54,17,22.879698,84.47227,6.931231,109.523287,cotton
113,59,17,23.244981,80.098926,6.79454,80.833504,cotton
84,32,25,26.088703,52.814157,7.417742,196.654704,coffee
39,35,23,28.670964,87.308703,6.630017,54.458994,mungbean
29,72,21,15.717758,22.778321,5.620966,124.255737,kidneybeans
44,68,76,19.260088,18.133312,7.683307,84.088741,chickpea
39,42,16,30.358544,87.293098,6.862591,45.170447,mungbean
3,13,40,19.011055,89.420662,6.334105,105.218309,pomegranate
27,65,21,23.161713,64.377651,6.310371,66.674537,lentil
15,69,17,27.527461,64.864828,6.334046,43.738735,lentil
86,42,45,25.165278,82.77177,6.223441,241.960006,rice
90,19,46,26.948065,88.602478,6.687899,49.387499,watermelon
95,43,41,23.309174,75.1574,6.141334,165.759365,jute
31,12,38,23.683774,93.671522,6.673008,100.469644,pomegranate
16,57,15,19.227986,64.104987,6.933193,62.309087,lentil
31,73,16,25.492945,63.862877,6.53021,72.89083,blackgram
31,134,198,17.725011,83.550252,5.970762,73.781152,grapes
22,37,26,35.226479,47.100473,5.485209,74.498073,mango
83,36,41,21.193669,80.325258,6.897771,296.563203,rice
84,37,42,26.979015,86.382773,6.833555,174.237068,jute
113,94,53,28.019015,79.933416,5.540069,119.529659,banana
126,38,17,22.988699,84.737482,6.095729,89.949505,cotton
91,54,43,23.017927,80.024655,7.057254,157.770056,jute
37,66,78,20.772303,15.444156,5.803753,70.924115,chickpea
39,29,27,25.906239,95.655389,6.137305,206.547612,coconut
22,48,24,29.884908,83.454809,7.204518,53.506972,mungbean
30,78,19,22.915521,47.376133,6.670343,90.995958,pigeonpeas
100,92,47,25.392681,78.564047,6.247652,106.520716,banana
96,75,46,27.95458,84.892167,5.66683,91.400545,banana
18,66,20,18.089558,64.226866,6.718068,55.49428,lentil
4,51,18,27.034911,84.03481,6.352132,60.471732,mungbean
67,56,54,32.428064,94.896241,6.979917,109.118708,papaya
38,69,17,15.126075,21.91829,5.7637,124.741826,kidneybeans
113,7,50,26.091273,85.868204,6.832779,40.722717,watermelon
31,27,31,29.838235,99.961468,5.616545,216.458938,coconut
38,73,21,16.109895,21.129389,5.730179,137.810725,kidneybeans
85,57,18,19.863676,55.488016,6.805148,61.063471,maize
11,36,28,36.730453,54.797343,5.17069,66.229347,mango
5,132,204,18.716641,83.911974,6.494288,70.556172,grapes
12,41,19,25.924253,56.809596,8.786814,53.654607,mothbeans
69,65,47,28.833045,91.649079,6.825183,198.968899,papaya
23,11,13,17.738829,94.610657,7.313445,108.727024,orange
80,56,42,21.140541,80.352844,6.284839,202.651131,rice
14,9,31,28.326021,97.12718,6.381988,173.405671,coconut
53,61,17,30.049115,67.687471,6.09292,79.420198,blackgram
14,75,19,27.556689,65.954148,6.886595,54.382989,lentil
81,12,50,24.964987,81.321618,6.376388,46.722629,watermelon
4,33,34,29.569523,45.209095,5.057725,66.695471,mango
17,27,29,30.631891,45.522687,6.213847,78.086433,mango
3,77,19,28.293458,68.722632,4.699694,161.314981,pigeonpeas
13,6,40,18.399694,86.105432,6.219389,104.643502,pomegranate
27,37,23,30.800028,83.12598,6.616024,45.242257,mungbean
25,69,21,15.730816,22.356403,5.990589,77.109688,kidneybeans
20,54,20,27.865447,60.955761,5.812984,62.989734,mothbeans
35,15,28,26.172029,95.325149,5.614248,189.434751,coconut
36,61,21,24.954375,23.989873,5.760723,65.727682,kidneybeans
73,59,38,23.631534,83.515095,5.727259,297.178208,rice
20,40,16,31.767014,80.602269,6.446475,47.451655,mungbean
96,46,45,26.74534,84.265047,5.588898,238.509773,rice
11,19,42,22.040307,91.477201,6.029299,106.18103,pomegranate
94,41,39,24.994277,80.666537,6.989235,152.080162,jute
6,62,22,29.585384,69.158143,6.502876,67.82886,lentil
1,46,17,24.396915,58.114957,4.214195,50.415975,mothbeans
14,71,17,21.640266,66.729563,4.805411,145.65537,pigeonpeas
11,5,42,18.227406,90.952768,6.539194,109.688147,pomegranate
33,38,22,28.251639,47.198634,6.654045,34.997103,mothbeans
39,65,24,33.939335,63.358164,6.922605,88.172689,blackgram
37,65,49,24.962069,92.421715,6.545419,67.076834,papaya
107,21,29,23.084314,53.032213,6.138121,161.987209,coffee
81,92,47,26.137669,77.796014,5.627408,109.177886,banana
29,35,32,32.89729,49.499128,6.645933,93.70507,mango
60,56,78,20.934716,15.435081,5.855623,68.641548,chickpea
84,14,50,29.815405,90.612596,6.212028,20.29542,muskmelon
16,19,30,35.016426,49.41534,5.726534,90.463028,mango
44,78,17,32.517982,65.682686,6.411999,76.860873,blackgram
112,15,45,28.28347,90.987431,6.910798,21.74584,muskmelon
